"mk.id" "chr" "cM"
"5127" "PZE-101087587" 1 70.8
"5182" "PZE-101090349" 1 70.8
"5168" "PZE-101089347" 1 70.9
"5191" "PZE-101090748" 1 70.9
"5160" "PZE-101088878" 1 70.9
"5172" "PZE-101089572" 1 71
"5152" "PZE-101088333" 1 71.2
"5175" "PZE-101089776" 1 71.2
"5154" "PZE-101088395" 1 71.2
"5205" "PZE-101091532" 1 71.3
"5218" "PZE-101092015" 1 71.4
"5217" "PZE-101092009" 1 71.4
"5173" "PZE-101089645" 1 71.5
"5187" "PZE-101090700" 1 71.5
"5190" "PZE-101090734" 1 71.5
"5188" "PZE-101090728" 1 71.5
"5189" "PZE-101090729" 1 71.5
"5166" "PZE-101089182" 1 71.5
"5192" "PZE-101090756" 1 71.6
"5198" "PZE-101091104" 1 71.6
"5228" "PZE-101092276" 1 71.7
"5227" "PZE-101092274" 1 71.7
"5222" "PZE-101092091" 1 71.8
"5177" "PZE-101089901" 1 71.9
"5203" "PZE-101091468" 1 72.2
"5206" "PZE-101091535" 1 72.2
"5221" "PZE-101092089" 1 72.4
"5220" "PZE-101092082" 1 72.5
"5364" "PZE-101097163" 1 72.5
"5365" "PZE-101097169" 1 72.5
"5178" "PZE-101090113" 1 72.5
"5197" "PZE-101091094" 1 72.5
"5371" "PZE-101097442" 1 72.6
"5361" "PZE-101097093" 1 72.7
"5199" "PZE-101091269" 1 72.9
"5232" "PZE-101092403" 1 73.1
"5204" "PZE-101091520" 1 73.1
"5255" "PZE-101093602" 1 73.1
"5234" "PZE-101092737" 1 73.3
"5215" "PZE-101091849" 1 73.3
"5265" "PZE-101093841" 1 73.4
"5266" "PZE-101093863" 1 73.4
"5267" "PZE-101093920" 1 73.5
"5223" "PZE-101092130" 1 73.6
"5368" "PZE-101097273" 1 73.6
"5417" "PZE-101098937" 1 73.6
"5274" "PZE-101094074" 1 73.6
"5269" "PZE-101093952" 1 73.7
"5423" "PZE-101099263" 1 73.7
"5270" "PZE-101094004" 1 73.8
"5249" "PZE-101093221" 1 73.8
"5409" "PZE-101098762" 1 73.8
"5258" "PZE-101093639" 1 73.9
"5244" "PZE-101093040" 1 73.9
"5367" "PZE-101097271" 1 73.9
"5373" "PZE-101097500" 1 73.9
"5241" "PZE-101092995" 1 74
"5237" "PZE-101092880" 1 74
"5272" "PZE-101094046" 1 74
"5287" "PZE-101094285" 1 74
"5271" "PZE-101094042" 1 74
"5283" "PZE-101094178" 1 74
"5384" "PZE-101098199" 1 74.1
"5407" "PZE-101098755" 1 74.2
"5378" "PZE-101097662" 1 74.2
"5275" "PZE-101094075" 1 74.2
"5391" "PZE-101098315" 1 74.3
"5402" "PZE-101098597" 1 74.3
"5376" "PZE-101097596" 1 74.4
"5375" "PZE-101097594" 1 74.4
"5303" "PZE-101095023" 1 74.5
"5422" "PZE-101099237" 1 74.5
"5426" "PZE-101099469" 1 74.6
"5380" "PZE-101097858" 1 74.6
"5420" "PZE-101099031" 1 74.7
"5345" "PZE-101096341" 1 74.8
"5394" "PZE-101098508" 1 74.8
"5385" "PZE-101098216" 1 74.8
"5395" "PZE-101098509" 1 74.8
"5434" "PZE-101099597" 1 74.8
"5352" "PZE-101096577" 1 74.9
"5346" "PZE-101096356" 1 74.9
"5335" "PZE-101096007" 1 75.1
"5285" "PZE-101094237" 1 75.3
"5284" "PZE-101094236" 1 75.3
"5311" "PZE-101095285" 1 75.3
"5406" "PZE-101098716" 1 75.4
"5404" "PZE-101098698" 1 75.4
"5319" "PZE-101095663" 1 75.4
"5399" "PZE-101098560" 1 75.4
"5400" "PZE-101098561" 1 75.4
"5390" "PZE-101098295" 1 75.4
"5317" "PZE-101095576" 1 75.4
"5315" "PZE-101095445" 1 75.4
"5351" "PZE-101096562" 1 75.4
"5318" "PZE-101095614" 1 75.4
"5321" "PZE-101095697" 1 75.4
"5398" "PZE-101098559" 1 75.4
"5323" "PZE-101095713" 1 75.5
"5291" "PZE-101094436" 1 75.5
"5440" "PZE-101099757" 1 75.5
"5327" "PZE-101095816" 1 75.5
"5295" "PZE-101094707" 1 75.6
"5297" "PZE-101094823" 1 75.6
"5308" "PZE-101095192" 1 75.6
"5313" "PZE-101095352" 1 75.6
"5341" "PZE-101096127" 1 75.6
"5392" "PZE-101098418" 1 75.7
"5481" "PZE-101100942" 1 75.7
"5322" "PZE-101095712" 1 75.8
"5487" "PZE-101101036" 1 75.8
"5489" "PZE-101101072" 1 75.8
"5471" "PZE-101100633" 1 75.8
"5438" "PZE-101099732" 1 75.8
"5437" "PZE-101099705" 1 75.8
"5347" "PZE-101096416" 1 75.8
"5427" "PZE-101099498" 1 75.8
"5455" "PZE-101100369" 1 75.8
"5421" "PZE-101099084" 1 75.9
"6027" "PZE-101112724" 1 76
"5539" "PZE-101102065" 1 76
"5502" "PZE-101101316" 1 76
"5452" "PZE-101100143" 1 76
"5468" "PZE-101100569" 1 76.1
"5529" "PZE-101101917" 1 76.1
"5528" "PZE-101101905" 1 76.1
"5563" "PZE-101102424" 1 76.1
"5493" "PZE-101101088" 1 76.1
"5348" "PZE-101096451" 1 76.1
"5553" "PZE-101102277" 1 76.1
"5530" "PZE-101101922" 1 76.1
"5325" "PZE-101095752" 1 76.1
"5344" "PZE-101096275" 1 76.2
"5449" "PZE-101100033" 1 76.3
"5448" "PZE-101100007" 1 76.3
"5296" "PZE-101094774" 1 76.3
"5597" "PZE-101103268" 1 76.3
"5601" "PZE-101103441" 1 76.4
"5492" "PZE-101101087" 1 76.4
"5305" "PZE-101095031" 1 76.4
"6063" "PZE-101113524" 1 76.4
"5602" "PZE-101103446" 1 76.4
"5472" "PZE-101100634" 1 76.5
"5459" "PZE-101100465" 1 76.5
"5503" "PZE-101101331" 1 76.5
"5512" "PZE-101101518" 1 76.5
"5298" "PZE-101094860" 1 76.5
"5511" "PZE-101101510" 1 76.5
"5473" "PZE-101100641" 1 76.5
"5698" "PZE-101105662" 1 76.6
"5454" "PZE-101100282" 1 76.7
"5354" "PZE-101096836" 1 76.7
"5497" "PZE-101101256" 1 76.7
"5353" "PZE-101096835" 1 76.7
"5527" "PZE-101101899" 1 76.7
"5545" "PZE-101102128" 1 76.7
"5494" "PZE-101101153" 1 76.7
"5331" "PZE-101095906" 1 76.8
"5584" "PZE-101102819" 1 76.8
"5461" "PZE-101100477" 1 76.8
"6346" "PZE-101121148" 1 76.9
"5330" "PZE-101095905" 1 76.9
"5329" "PZE-101095854" 1 76.9
"5542" "PZE-101102108" 1 77
"5550" "PZE-101102241" 1 77
"5551" "PZE-101102242" 1 77
"5538" "PZE-101102064" 1 77
"5546" "PZE-101102159" 1 77
"5540" "PZE-101102066" 1 77
"5558" "PZE-101102352" 1 77
"5547" "PZE-101102166" 1 77
"5490" "PZE-101101076" 1 77
"5549" "PZE-101102191" 1 77
"5552" "PZE-101102244" 1 77
"5548" "PZE-101102168" 1 77
"5485" "PZE-101101030" 1 77
"5559" "PZE-101102353" 1 77
"5557" "PZE-101102347" 1 77
"5508" "PZE-101101468" 1 77
"5684" "PZE-101105392" 1 77
"5469" "PZE-101100604" 1 77
"5596" "PZE-101103230" 1 77.1
"5560" "PZE-101102363" 1 77.1
"5533" "PZE-101101977" 1 77.2
"5740" "PZE-101106425" 1 77.2
"5620" "PZE-101103991" 1 77.3
"5619" "PZE-101103990" 1 77.3
"5612" "PZE-101103947" 1 77.3
"5805" "PZE-101107966" 1 77.3
"5826" "PZE-101108237" 1 77.3
"5628" "PZE-101104198" 1 77.3
"5615" "PZE-101103964" 1 77.3
"5536" "PZE-101102056" 1 77.3
"5817" "PZE-101108171" 1 77.3
"5633" "PZE-101104306" 1 77.3
"5617" "PZE-101103986" 1 77.3
"5537" "PZE-101102061" 1 77.3
"5806" "PZE-101107971" 1 77.3
"5544" "PZE-101102113" 1 77.3
"5616" "PZE-101103969" 1 77.3
"5629" "PZE-101104216" 1 77.3
"5736" "PZE-101106361" 1 77.3
"5820" "PZE-101108191" 1 77.3
"5825" "PZE-101108236" 1 77.3
"5593" "PZE-101103135" 1 77.4
"5513" "PZE-101101536" 1 77.4
"5917" "PZE-101110349" 1 77.4
"5916" "PZE-101110348" 1 77.4
"5561" "PZE-101102378" 1 77.4
"6079" "PZE-101114012" 1 77.4
"6358" "PZE-101121447" 1 77.5
"6140" "PZE-101116342" 1 77.5
"5876" "PZE-101109381" 1 77.5
"5896" "PZE-101109784" 1 77.5
"5911" "PZE-101110210" 1 77.5
"5865" "PZE-101109208" 1 77.5
"5904" "PZE-101109972" 1 77.5
"5822" "PZE-101108224" 1 77.5
"5903" "PZE-101109959" 1 77.5
"5880" "PZE-101109414" 1 77.5
"5708" "PZE-101105984" 1 77.5
"5535" "PZE-101102055" 1 77.5
"6357" "PZE-101121417" 1 77.6
"6026" "PZE-101112699" 1 77.6
"6024" "PZE-101112673" 1 77.6
"5534" "PZE-101101991" 1 77.6
"6025" "PZE-101112676" 1 77.6
"6153" "PZE-101116556" 1 77.6
"5834" "PZE-101108521" 1 77.6
"5680" "PZE-101105381" 1 77.6
"5674" "PZE-101105125" 1 77.6
"6378" "PZE-101122121" 1 77.6
"5675" "PZE-101105134" 1 77.6
"6337" "PZE-101121038" 1 77.7
"5587" "PZE-101102931" 1 77.7
"5622" "PZE-101104101" 1 77.7
"5639" "PZE-101104391" 1 77.7
"5733" "PZE-101106261" 1 77.7
"6096" "PZE-101114798" 1 77.7
"6453" "PZE-101123702" 1 77.7
"5632" "PZE-101104300" 1 77.7
"5645" "PZE-101104553" 1 77.8
"5737" "PZE-101106362" 1 77.8
"5659" "PZE-101104690" 1 77.8
"5662" "PZE-101104722" 1 77.8
"5656" "PZE-101104630" 1 77.8
"5646" "PZE-101104554" 1 77.8
"6354" "PZE-101121408" 1 77.8
"5869" "PZE-101109236" 1 77.8
"5636" "PZE-101104375" 1 77.8
"5654" "PZE-101104616" 1 77.8
"5647" "PZE-101104557" 1 77.8
"5638" "PZE-101104380" 1 77.8
"6353" "PZE-101121405" 1 77.8
"5652" "PZE-101104594" 1 77.8
"6356" "PZE-101121415" 1 77.8
"5648" "PZE-101104560" 1 77.8
"5663" "PZE-101104734" 1 77.8
"5655" "PZE-101104617" 1 77.8
"5637" "PZE-101104376" 1 77.8
"5651" "PZE-101104579" 1 77.8
"5669" "PZE-101104935" 1 77.9
"5877" "PZE-101109382" 1 77.9
"5668" "PZE-101104934" 1 77.9
"5670" "PZE-101104938" 1 77.9
"6175" "PZE-101117125" 1 77.9
"5909" "PZE-101110193" 1 77.9
"5886" "PZE-101109549" 1 77.9
"6376" "PZE-101122041" 1 77.9
"5746" "PZE-101106625" 1 77.9
"6657" "PZE-101128433" 1 77.9
"5802" "PZE-101107898" 1 77.9
"6341" "PZE-101121072" 1 77.9
"5804" "PZE-101107951" 1 77.9
"5665" "PZE-101104902" 1 77.9
"6339" "PZE-101121061" 1 77.9
"5782" "PZE-101107323" 1 78
"6577" "PZE-101126355" 1 78
"6578" "PZE-101126359" 1 78
"5727" "PZE-101106199" 1 78
"5919" "PZE-101110381" 1 78
"5700" "PZE-101105709" 1 78
"6545" "PZE-101125465" 1 78
"5922" "PZE-101110485" 1 78
"5599" "PZE-101103377" 1 78
"5940" "PZE-101111112" 1 78
"5764" "PZE-101106851" 1 78
"5729" "PZE-101106203" 1 78
"5860" "PZE-101109101" 1 78
"5913" "PZE-101110237" 1 78
"5726" "PZE-101106191" 1 78
"5875" "PZE-101109380" 1 78
"6579" "PZE-101126373" 1 78
"6377" "PZE-101122043" 1 78
"5989" "PZE-101112047" 1 78
"5866" "PZE-101109213" 1 78
"6503" "PZE-101124765" 1 78.1
"6152" "PZE-101116550" 1 78.1
"5840" "PZE-101108727" 1 78.1
"6363" "PZE-101121678" 1 78.1
"5852" "PZE-101108994" 1 78.1
"5850" "PZE-101108964" 1 78.1
"5839" "PZE-101108723" 1 78.1
"5759" "PZE-101106805" 1 78.1
"6390" "PZE-101122461" 1 78.1
"5843" "PZE-101108757" 1 78.1
"6320" "PZE-101120516" 1 78.1
"5847" "PZE-101108865" 1 78.1
"5853" "PZE-101108995" 1 78.1
"6365" "PZE-101121742" 1 78.1
"5841" "PZE-101108732" 1 78.1
"6055" "PZE-101113278" 1 78.1
"6336" "PZE-101121013" 1 78.1
"5845" "PZE-101108844" 1 78.1
"6323" "PZE-101120556" 1 78.2
"5743" "PZE-101106564" 1 78.2
"5594" "PZE-101103210" 1 78.2
"6524" "PZE-101125090" 1 78.2
"5855" "PZE-101109014" 1 78.2
"5954" "PZE-101111371" 1 78.2
"6576" "PZE-101126335" 1 78.2
"5923" "PZE-101110492" 1 78.2
"5732" "PZE-101106230" 1 78.2
"5763" "PZE-101106839" 1 78.3
"6415" "PZE-101122854" 1 78.3
"5783" "PZE-101107381" 1 78.3
"5986" "PZE-101111947" 1 78.3
"5723" "PZE-101106182" 1 78.3
"6417" "PZE-101122914" 1 78.3
"6430" "PZE-101123171" 1 78.3
"6333" "PZE-101120982" 1 78.3
"6416" "PZE-101122861" 1 78.3
"5754" "PZE-101106724" 1 78.3
"5775" "PZE-101107138" 1 78.3
"5774" "PZE-101107094" 1 78.3
"6007" "PZE-101112411" 1 78.4
"6169" "PZE-101117015" 1 78.4
"6457" "PZE-101123981" 1 78.4
"6460" "PZE-101124013" 1 78.4
"5724" "PZE-101106188" 1 78.4
"6172" "PZE-101117024" 1 78.4
"5895" "PZE-101109763" 1 78.4
"5711" "PZE-101106033" 1 78.4
"5996" "PZE-101112285" 1 78.4
"5832" "PZE-101108474" 1 78.4
"6000" "PZE-101112306" 1 78.4
"5857" "PZE-101109036" 1 78.4
"6170" "PZE-101117018" 1 78.4
"6319" "PZE-101120514" 1 78.4
"5943" "PZE-101111129" 1 78.4
"5685" "PZE-101105436" 1 78.4
"5942" "PZE-101111128" 1 78.4
"6316" "PZE-101120408" 1 78.4
"5589" "PZE-101103076" 1 78.4
"5691" "PZE-101105475" 1 78.4
"6262" "PZE-101118964" 1 78.4
"6009" "PZE-101112415" 1 78.4
"6270" "PZE-101119153" 1 78.4
"6008" "PZE-101112414" 1 78.4
"6016" "PZE-101112569" 1 78.4
"5671" "PZE-101104989" 1 78.4
"6015" "PZE-101112564" 1 78.4
"6171" "PZE-101117023" 1 78.4
"6010" "PZE-101112417" 1 78.4
"5944" "PZE-101111141" 1 78.4
"6321" "PZE-101120534" 1 78.4
"6005" "PZE-101112384" 1 78.4
"6454" "PZE-101123927" 1 78.4
"5807" "PZE-101107976" 1 78.4
"6334" "PZE-101120998" 1 78.4
"5889" "PZE-101109571" 1 78.4
"5894" "PZE-101109710" 1 78.4
"5893" "PZE-101109663" 1 78.4
"6012" "PZE-101112422" 1 78.4
"5874" "PZE-101109358" 1 78.4
"5898" "PZE-101109787" 1 78.5
"5897" "PZE-101109785" 1 78.5
"6475" "PZE-101124255" 1 78.5
"5716" "PZE-101106075" 1 78.5
"5899" "PZE-101109802" 1 78.5
"5908" "PZE-101110108" 1 78.5
"5918" "PZE-101110353" 1 78.5
"5884" "PZE-101109486" 1 78.5
"6252" "PZE-101118763" 1 78.5
"5905" "PZE-101109988" 1 78.5
"6372" "PZE-101121877" 1 78.5
"5702" "PZE-101105796" 1 78.5
"5704" "PZE-101105913" 1 78.5
"6407" "PZE-101122766" 1 78.5
"5861" "PZE-101109112" 1 78.5
"5707" "PZE-101105983" 1 78.5
"5717" "PZE-101106079" 1 78.5
"5706" "PZE-101105979" 1 78.5
"6325" "PZE-101120645" 1 78.5
"5872" "PZE-101109356" 1 78.5
"5718" "PZE-101106080" 1 78.5
"5722" "PZE-101106156" 1 78.5
"5598" "PZE-101103316" 1 78.5
"2220" "PZA00205.7" 1 78.5
"5888" "PZE-101109565" 1 78.5
"5859" "PZE-101109096" 1 78.5
"5871" "PZE-101109349" 1 78.5
"5705" "PZE-101105978" 1 78.5
"5910" "PZE-101110204" 1 78.5
"5709" "PZE-101105993" 1 78.5
"5713" "PZE-101106062" 1 78.5
"5719" "PZE-101106101" 1 78.5
"6509" "PZE-101124812" 1 78.5
"5788" "PZE-101107524" 1 78.5
"5714" "PZE-101106063" 1 78.5
"5720" "PZE-101106143" 1 78.5
"5878" "PZE-101109390" 1 78.5
"5712" "PZE-101106034" 1 78.5
"6249" "PZE-101118734" 1 78.5
"5925" "PZE-101110644" 1 78.5
"6157" "PZE-101116817" 1 78.5
"5721" "PZE-101106147" 1 78.5
"5801" "PZE-101107897" 1 78.6
"6077" "PZE-101113850" 1 78.6
"6029" "PZE-101112730" 1 78.6
"6034" "PZE-101112763" 1 78.6
"6082" "PZE-101114075" 1 78.6
"6044" "PZE-101113007" 1 78.6
"6482" "PZE-101124388" 1 78.6
"6074" "PZE-101113786" 1 78.6
"5851" "PZE-101108989" 1 78.6
"5964" "PZE-101111520" 1 78.6
"6081" "PZE-101114062" 1 78.6
"5803" "PZE-101107905" 1 78.6
"6068" "PZE-101113653" 1 78.6
"6519" "PZE-101124935" 1 78.6
"6464" "PZE-101124105" 1 78.6
"6033" "PZE-101112762" 1 78.6
"6389" "PZE-101122455" 1 78.6
"6032" "PZE-101112754" 1 78.6
"6048" "PZE-101113262" 1 78.6
"6076" "PZE-101113815" 1 78.6
"6050" "PZE-101113265" 1 78.6
"6030" "PZE-101112734" 1 78.6
"6031" "PZE-101112737" 1 78.6
"6049" "PZE-101113263" 1 78.6
"6059" "PZE-101113423" 1 78.6
"6075" "PZE-101113797" 1 78.6
"6037" "PZE-101112803" 1 78.6
"6094" "PZE-101114791" 1 78.6
"6028" "PZE-101112729" 1 78.6
"5858" "PZE-101109084" 1 78.6
"5750" "PZE-101106680" 1 78.6
"6078" "PZE-101113993" 1 78.6
"5752" "PZE-101106701" 1 78.6
"5751" "PZE-101106689" 1 78.6
"6123" "PZE-101115855" 1 78.6
"5956" "PZE-101111459" 1 78.6
"6070" "PZE-101113689" 1 78.6
"6053" "PZE-101113273" 1 78.6
"6051" "PZE-101113266" 1 78.6
"6072" "PZE-101113716" 1 78.6
"6248" "PZE-101118732" 1 78.7
"6493" "PZE-101124568" 1 78.7
"5749" "PZE-101106663" 1 78.7
"5677" "PZE-101105288" 1 78.7
"5987" "PZE-101111994" 1 78.7
"6331" "PZE-101120839" 1 78.7
"5780" "PZE-101107243" 1 78.7
"6487" "PZE-101124504" 1 78.7
"6160" "PZE-101116852" 1 78.7
"6462" "PZE-101124019" 1 78.7
"6360" "PZE-101121477" 1 78.7
"5701" "PZE-101105756" 1 78.7
"6052" "PZE-101113267" 1 78.7
"6352" "PZE-101121403" 1 78.7
"6250" "PZE-101118735" 1 78.7
"6489" "PZE-101124545" 1 78.7
"6355" "PZE-101121412" 1 78.7
"5682" "PZE-101105385" 1 78.7
"6392" "PZE-101122482" 1 78.8
"6162" "PZE-101116887" 1 78.8
"6330" "PZE-101120831" 1 78.8
"6351" "PZE-101121365" 1 78.8
"6494" "PZE-101124650" 1 78.8
"6264" "PZE-101119043" 1 78.8
"6176" "PZE-101117162" 1 78.8
"6501" "PZE-101124762" 1 78.8
"6504" "PZE-101124766" 1 78.8
"6273" "PZE-101119265" 1 78.8
"6158" "PZE-101116836" 1 78.8
"6373" "PZE-101121953" 1 78.8
"5683" "PZE-101105390" 1 78.8
"6622" "PZE-101127317" 1 78.9
"6159" "PZE-101116837" 1 78.9
"6616" "PZE-101127171" 1 78.9
"5947" "PZE-101111253" 1 78.9
"6200" "PZE-101117618" 1 78.9
"6322" "PZE-101120543" 1 78.9
"6507" "PZE-101124798" 1 78.9
"6586" "PZE-101126489" 1 78.9
"6683" "PZE-101129172" 1 78.9
"6391" "PZE-101122473" 1 78.9
"6190" "PZE-101117507" 1 78.9
"6177" "PZE-101117214" 1 78.9
"6246" "PZE-101118670" 1 78.9
"6506" "PZE-101124795" 1 78.9
"6508" "PZE-101124811" 1 78.9
"6199" "PZE-101117617" 1 78.9
"6366" "PZE-101121779" 1 78.9
"6187" "PZE-101117480" 1 78.9
"6510" "PZE-101124813" 1 78.9
"6505" "PZE-101124789" 1 78.9
"6230" "PZE-101118207" 1 78.9
"6181" "PZE-101117251" 1 78.9
"6526" "PZE-101125092" 1 79
"6467" "PZE-101124166" 1 79
"6202" "PZE-101117637" 1 79
"6532" "PZE-101125194" 1 79
"6595" "PZE-101126683" 1 79
"5938" "PZE-101111063" 1 79
"5734" "PZE-101106315" 1 79
"5747" "PZE-101106628" 1 79
"6525" "PZE-101125091" 1 79
"6534" "PZE-101125237" 1 79
"6461" "PZE-101124014" 1 79
"6468" "PZE-101124167" 1 79
"5776" "PZE-101107223" 1 79
"6537" "PZE-101125249" 1 79
"5745" "PZE-101106609" 1 79
"5929" "PZE-101110859" 1 79
"6283" "PZE-101119703" 1 79
"6179" "PZE-101117227" 1 79
"6327" "PZE-101120780" 1 79
"6520" "PZE-101124940" 1 79
"6284" "PZE-101119710" 1 79.1
"5696" "PZE-101105546" 1 79.1
"6458" "PZE-101123982" 1 79.1
"5958" "PZE-101111505" 1 79.1
"6428" "PZE-101123156" 1 79.1
"6665" "PZE-101128517" 1 79.1
"6459" "PZE-101123996" 1 79.1
"5694" "PZE-101105515" 1 79.1
"6326" "PZE-101120770" 1 79.1
"6447" "PZE-101123525" 1 79.1
"6361" "PZE-101121511" 1 79.1
"6432" "PZE-101123210" 1 79.1
"5761" "PZE-101106833" 1 79.1
"6434" "PZE-101123232" 1 79.1
"5957" "PZE-101111491" 1 79.1
"5971" "PZE-101111606" 1 79.1
"6183" "PZE-101117349" 1 79.2
"6138" "PZE-101116338" 1 79.2
"5679" "PZE-101105365" 1 79.2
"6383" "PZE-101122375" 1 79.2
"6763" "PZE-101131196" 1 79.2
"6538" "PZE-101125250" 1 79.2
"6618" "PZE-101127210" 1 79.2
"6276" "PZE-101119342" 1 79.2
"6760" "PZE-101131170" 1 79.2
"6652" "PZE-101128354" 1 79.2
"6449" "PZE-101123553" 1 79.2
"6116" "PZE-101115612" 1 79.2
"6110" "PZE-101115539" 1 79.2
"6384" "PZE-101122378" 1 79.2
"6201" "PZE-101117631" 1 79.2
"6198" "PZE-101117612" 1 79.2
"6648" "PZE-101128295" 1 79.2
"6139" "PZE-101116339" 1 79.2
"6759" "PZE-101131166" 1 79.2
"6324" "PZE-101120639" 1 79.2
"6518" "PZE-101124927" 1 79.2
"6481" "PZE-101124387" 1 79.2
"6180" "PZE-101117243" 1 79.2
"6161" "PZE-101116855" 1 79.2
"6485" "PZE-101124424" 1 79.2
"6255" "PZE-101118816" 1 79.2
"6766" "PZE-101131369" 1 79.2
"6258" "PZE-101118877" 1 79.3
"6476" "PZE-101124311" 1 79.3
"6285" "PZE-101119758" 1 79.3
"6257" "PZE-101118842" 1 79.3
"6479" "PZE-101124353" 1 79.3
"6286" "PZE-101119796" 1 79.3
"6761" "PZE-101131188" 1 79.3
"6261" "PZE-101118934" 1 79.3
"6151" "PZE-101116503" 1 79.4
"6639" "PZE-101127956" 1 79.4
"6597" "PZE-101126806" 1 79.4
"6492" "PZE-101124566" 1 79.4
"5953" "PZE-101111306" 1 79.4
"5781" "PZE-101107262" 1 79.4
"6610" "PZE-101126994" 1 79.4
"6567" "PZE-101126115" 1 79.4
"5945" "PZE-101111244" 1 79.5
"5952" "PZE-101111297" 1 79.5
"5948" "PZE-101111257" 1 79.5
"6433" "PZE-101123217" 1 79.5
"5972" "PZE-101111610" 1 79.5
"6370" "PZE-101121872" 1 79.5
"5779" "PZE-101107235" 1 79.5
"6371" "PZE-101121874" 1 79.5
"6619" "PZE-101127225" 1 79.5
"5946" "PZE-101111246" 1 79.5
"5949" "PZE-101111262" 1 79.5
"6630" "PZE-101127875" 1 79.5
"6367" "PZE-101121829" 1 79.5
"6631" "PZE-101127876" 1 79.6
"6470" "PZE-101124182" 1 79.6
"6474" "PZE-101124231" 1 79.6
"6469" "PZE-101124180" 1 79.6
"6650" "PZE-101128311" 1 79.6
"6472" "PZE-101124210" 1 79.6
"6799" "PZE-101132310" 1 79.6
"6628" "PZE-101127872" 1 79.6
"6716" "PZE-101130019" 1 79.6
"5975" "PZE-101111667" 1 79.6
"6653" "PZE-101128372" 1 79.6
"5961" "PZE-101111508" 1 79.6
"6561" "PZE-101125972" 1 79.6
"5973" "PZE-101111631" 1 79.6
"6473" "PZE-101124229" 1 79.6
"6437" "PZE-101123337" 1 79.6
"6649" "PZE-101128310" 1 79.6
"6601" "PZE-101126882" 1 79.6
"6585" "PZE-101126488" 1 79.7
"6668" "PZE-101128769" 1 79.7
"6587" "PZE-101126490" 1 79.7
"6656" "PZE-101128406" 1 79.7
"6621" "PZE-101127285" 1 79.7
"6660" "PZE-101128456" 1 79.8
"6570" "PZE-101126221" 1 79.8
"6629" "PZE-101127874" 1 79.8
"6612" "PZE-101127071" 1 79.8
"6427" "PZE-101123102" 1 79.8
"6137" "PZE-101116337" 1 79.9
"6568" "PZE-101126132" 1 79.9
"6552" "PZE-101125614" 1 79.9
"6438" "PZE-101123359" 1 79.9
"6713" "PZE-101129936" 1 79.9
"6444" "PZE-101123479" 1 80
"6581" "PZE-101126417" 1 80
"6623" "PZE-101127345" 1 80
"6448" "PZE-101123526" 1 80
"6463" "PZE-101124069" 1 80
"6654" "PZE-101128395" 1 80
"6674" "PZE-101129085" 1 80
"6408" "PZE-101122769" 1 80
"6594" "PZE-101126678" 1 80.1
"6632" "PZE-101127877" 1 80.1
"6801" "PZE-101132501" 1 80.1
"6682" "PZE-101129171" 1 80.1
"6638" "PZE-101127917" 1 80.1
"6635" "PZE-101127900" 1 80.1
"5979" "PZE-101111793" 1 80.1
"6591" "PZE-101126579" 1 80.1
"6664" "PZE-101128485" 1 80.1
"6746" "PZE-101130712" 1 80.1
"6778" "PZE-101131632" 1 80.2
"6624" "PZE-101127434" 1 80.2
"6774" "PZE-101131544" 1 80.2
"6641" "PZE-101128139" 1 80.2
"6681" "PZE-101129154" 1 80.2
"6757" "PZE-101131103" 1 80.2
"6396" "PZE-101122594" 1 80.3
"6626" "PZE-101127462" 1 80.3
"6694" "PZE-101129358" 1 80.3
"6749" "PZE-101130854" 1 80.3
"6406" "PZE-101122760" 1 80.4
"6669" "PZE-101128881" 1 80.4
"6644" "PZE-101128157" 1 80.4
"6423" "PZE-101123079" 1 80.4
"6606" "PZE-101126963" 1 80.4
"6707" "PZE-101129632" 1 80.4
"6633" "PZE-101127891" 1 80.4
"6703" "PZE-101129564" 1 80.4
"6405" "PZE-101122759" 1 80.4
"6393" "PZE-101122557" 1 80.4
"6752" "PZE-101130940" 1 80.4
"6741" "PZE-101130533" 1 80.4
"6395" "PZE-101122590" 1 80.4
"6751" "PZE-101130898" 1 80.4
"6704" "PZE-101129569" 1 80.4
"6702" "PZE-101129563" 1 80.4
"6607" "PZE-101126964" 1 80.4
"6698" "PZE-101129486" 1 80.4
"6765" "PZE-101131254" 1 80.5
"6599" "PZE-101126822" 1 80.5
"6613" "PZE-101127101" 1 80.5
"6614" "PZE-101127102" 1 80.5
"6592" "PZE-101126587" 1 80.6
"6721" "PZE-101130083" 1 80.7
"6646" "PZE-101128201" 1 80.7
"6719" "PZE-101130077" 1 80.7
"6720" "PZE-101130082" 1 80.7
"6714" "PZE-101130001" 1 80.7
"6715" "PZE-101130002" 1 80.7
"6718" "PZE-101130076" 1 80.7
"6722" "PZE-101130084" 1 80.7
"6642" "PZE-101128150" 1 80.8
"6735" "PZE-101130395" 1 80.9
"6756" "PZE-101131036" 1 80.9
"6685" "PZE-101129195" 1 80.9
"6676" "PZE-101129122" 1 80.9
"6675" "PZE-101129119" 1 80.9
"6731" "PZE-101130292" 1 80.9
"6670" "PZE-101128906" 1 80.9
"6684" "PZE-101129194" 1 80.9
"6728" "PZE-101130212" 1 80.9
"6800" "PZE-101132469" 1 80.9
"6738" "PZE-101130424" 1 81
"6737" "PZE-101130423" 1 81
